"","Subtype","Provider","Name","Town","Council","Clients","Grades published","Setting","Staffing","Leadership","Care and play","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"634","Over 3s","Local Authority","Houston Early Learning and Childcare Class","Johnstone","Renfrewshire","Children","26/02/2020",5,5,5,5,"13/01/2020","2002_4",0,0
"635","Over 3s","Local Authority","Lochwinnoch Early Learning and Childcare Class","Lochwinnoch","Renfrewshire","Children","25/04/2024",4,5,4,4,"06/03/2024","2002_4",0,0
"636","Over 3s","Local Authority","Ralston Early Learning and Childcare Class","Paisley","Renfrewshire","Children","20/01/2023",3,4,4,3,"25/11/2022","2002_4",0,0
"637","Over 3s","Local Authority","St Anne's Early Learning and Childcare Class","Erskine","Renfrewshire","Children","04/05/2024",4,4,3,3,"26/03/2024","2002_4",0,0
"638","Under 3s","Local Authority","St Catherine's Early Learning and Childcare Class","Paisley","Renfrewshire","Children","11/04/2023",5,5,5,5,"16/02/2023","2002_4",1,0
"639","Under 3s","Local Authority","St Charles' Early Learning and Childcare Class","Paisley","Renfrewshire","Children","17/07/2023",4,4,4,4,"16/06/2023","2002_4",0,0
"640","Under 3s","Local Authority","St Mary's Early Learning and Childcare Class","Paisley","Renfrewshire","Children","24/05/2022",5,5,4,5,"28/04/2022","2002_4",0,0
"641","Under 3s","Local Authority","St Peter's Early Learning and Childcare Class","Paisley","Renfrewshire","Children","28/10/2022",4,4,4,4,"12/09/2022","2002_4",0,0
"642","Over 3s","Local Authority","Todholm Early Learning and Childcare Class","Paisley","Renfrewshire","Children","14/02/2020",5,5,5,5,"04/02/2020","2002_4",0,0
"643","Over 3s","Local Authority","West Early Learning and Childcare Class","Paisley","Renfrewshire","Children","30/06/2022",5,4,4,5,"01/06/2022","2002_4",0,0
"644","Over 3s","Local Authority","Wallace Early Learning and Childcare Class","Johnstone","Renfrewshire","Children","02/12/2019",5,5,5,5,"08/10/2019","2002_4",0,0
"645","Over 3s","Local Authority","Williamsburgh Early Learning and Childcare Class","Paisley","Renfrewshire","Children","25/04/2024",5,5,4,5,"19/02/2024","2002_4",0,0
"646","Under 3s","Local Authority","St Margaret's Early Learning and Childcare Class","Johnstone","Renfrewshire","Children","27/11/2019",4,5,5,5,"10/10/2019","2002_4",0,0
"647","Under 3s","Local Authority","St John Bosco Early Learning and Childcare Class","Erskine","Renfrewshire","Children","05/11/2019",4,5,5,4,"06/09/2019","2002_4",0,0
"648","Over 3s","Local Authority","Spateston Early Learning and Childcare Centre","Johnstone","Renfrewshire","Children","17/05/2023",6,5,5,6,"03/03/2023","2002_4",0,0
"649","Under 3s","Local Authority","Douglas Street Early Learning and Childcare Centre","Paisley","Renfrewshire","Children","23/08/2023",5,5,5,5,"24/02/2023","2002_4",0,0
"650","Under 3s","Local Authority","Ferguslie Early Learning and Childcare Centre","Paisley","Renfrewshire","Children","07/01/2020",5,4,6,4,"07/09/2021","2002_4",1,0
"651","Under 3s","Local Authority","Foxlea Early Learning and Childcare Centre","Paisley","Renfrewshire","Children","05/01/2024",4,4,4,4,"08/11/2023","2002_4",0,0
"652","Under 3s","Local Authority","Glenburn Early Learning and Childcare Centre","Paisley","Renfrewshire","Children","01/08/2019",5,5,5,5,"18/06/2019","2002_4",0,0
"653","Under 3s","Local Authority","Glenfield Early Learning and Childcare Centre","Paisley","Renfrewshire","Children","15/04/2024",4,4,4,4,"13/03/2024","2002_4",0,0
"654","Under 3s","Local Authority","Hugh Smiley Early Learning and Childcare Centre","Paisley","Renfrewshire","Children","28/10/2022",5,5,5,5,"11/08/2022","2002_4",0,0
"655","Under 3s","Local Authority","Riverbrae Early Learning and Childcare Centre","Linwood","Renfrewshire","Children","05/05/2023",4,4,4,4,"31/03/2023","2002_4",2,0
"656","Under 3s","Local Authority","Moorpark Early Learning and Childcare Centre","Renfrew","Renfrewshire","Children","23/12/2019",6,5,5,6,"15/11/2019","2002_4",0,0
"657","Under 3s","Local Authority","Paisley Early Learning and Childcare Centre","Paisley","Renfrewshire","Children","23/10/2023",4,4,4,4,"21/09/2023","2002_4",0,0
"658","Under 3s","Local Authority","West Johnstone Early Learning and Childcare Centre","Johnstone","Renfrewshire","Children","05/11/2019",5,5,5,5,"22/03/2022","2002_4",0,0
"659","Over 3s","Local Authority","Ibrox Primary School - Nursery Class","Glasgow","Glasgow City","Children","31/01/2019",4,4,4,4,"21/11/2018","2002_4",0,0
"660","Over 3s","Local Authority","Carmyle Nursery Class","Glasgow","Glasgow City","Children","03/07/2023",4,5,5,5,"18/05/2023","2002_4",0,0
"661","Over 3s","Local Authority","Dunard Nursery Class","Glasgow","Glasgow City","Children","06/02/2018",5,5,4,5,"24/11/2017","2002_4",0,0
"662","Under 3s","Local Authority","Elmvale Nursery Class","Glasgow","Glasgow City","Children","17/01/2024",4,3,4,4,"29/11/2023","2002_4",0,0
"663","Over 3s","Local Authority","St Constantine's Nursery Class","Glasgow","Glasgow City","Children","08/11/2019",5,5,5,5,"30/08/2019","2002_4",0,0
"664","Over 3s","Local Authority","Haghill Park Nursery Class","Glasgow","Glasgow City","Children","03/04/2018",5,5,5,5,"27/02/2018","2002_4",0,0
"665","Over 3s","Local Authority","Mount Florida Nursery Class","Glasgow","Glasgow City","Children","16/04/2018",5,5,5,5,"07/03/2018","2002_4",0,0
"666","Under 3s","Local Authority","Pollokshields Early Years Centre","Glasgow","Glasgow City","Children","21/08/2023",4,5,5,5,"25/07/2023","2002_4",0,0
"667","Over 3s","Local Authority","St. Angelas Nursery Class","Glasgow","Glasgow City","Children","19/12/2023",4,5,5,4,"17/11/2023","2002_4",0,0
"668","Over 3s","Local Authority","St. Mungo's Nursery Class","Glasgow","Glasgow City","Children","08/02/2019",5,5,5,5,"14/12/2018","2002_4",0,0
"669","Over 3s","Local Authority","St. Timothys Nursery Class","Glasgow","Glasgow City","Children","16/02/2018",5,5,4,4,"17/01/2018","2002_4",0,0
"670","Under 3s","Local Authority","Bridgeton Family Learning Centre","Glasgow","Glasgow City","Children","29/07/2019",5,4,4,5,"19/06/2019","2002_4",0,0
"671","Under 3s","Local Authority","Dennistoun Early Years Centre","Glasgow","Glasgow City","Children","31/10/2019",5,5,6,6,"26/09/2019","2002_4",0,0
"672","Under 3s","Local Authority","Budhill Family Learning C E C","Glasgow","Glasgow City","Children","06/02/2024",4,2,3,3,"18/01/2024","2002_4",1,0
"673","Under 3s","Local Authority","Burnbrae Children's Centre","Glasgow","Glasgow City","Children","03/09/2019",6,6,5,5,"21/08/2019","2002_4",0,0
"674","Under 3s","Local Authority","Castlemilk Day Nursery","Glasgow","Glasgow City","Children","02/10/2019",4,4,5,5,"21/08/2019","2002_4",0,0
"675","Under 3s","Local Authority","Festival Park Day Nursery","Glasgow","Glasgow City","Children","29/01/2020",5,4,5,5,"07/01/2020","2002_4",0,0
"676","Under 3s","Local Authority","Cowcaddens Day Nursery","Glasgow","Glasgow City","Children","11/12/2018",5,4,4,5,"25/10/2018","2002_4",0,0
"677","Under 3s","Local Authority","Drumchapel Family Learning Centre","Glasgow","Glasgow City","Children","30/10/2018",6,5,5,5,"10/10/2018","2002_4",0,0
"678","Under 3s","Local Authority","Govan Family Learning Centre","Glasgow","Glasgow City","Children","12/06/2019",5,5,4,5,"01/05/2019","2002_4",0,0
"679","Under 3s","Local Authority","Fasque Family Centre","Glasgow","Glasgow City","Children","13/12/2018",4,5,4,5,"22/10/2018","2002_4",0,0
"680","Under 3s","Local Authority","Hamiltonhill Family Learning Centre","Glasgow","Glasgow City","Children","11/07/2023",5,5,5,5,"08/06/2023","2002_4",0,0
"681","Under 3s","Local Authority","Lime Tree Day Nursery","Glasgow","Glasgow City","Children","11/09/2019",5,5,5,5,"30/07/2019","2002_4",0,0
"682","Under 3s","Local Authority","Milton Community Nursery","Glasgow","Glasgow City","Children","12/05/2021",4,4,4,4,"16/04/2021","2002_4",0,0
"683","Under 3s","Local Authority","Molendinar Family L C","Glasgow","Glasgow City","Children","27/05/2024",5,4,5,5,"24/04/2024","2002_4",0,0
"684","Under 3s","Local Authority","Onslow Drive Day Nursery","Glasgow","Glasgow City","Children","22/03/2024",4,4,4,4,"21/02/2024","2002_4",0,0
"685","Under 3s","Local Authority","Sandyford Day Nursery","Glasgow","Glasgow City","Children","24/12/2018",4,5,6,5,"11/09/2018","2002_4",0,0
"686","Under 3s","Local Authority","Sandy Road Day Nursery","Glasgow","Glasgow City","Children","30/10/2023",3,4,3,3,"03/10/2023","2002_4",0,0
"687","Under 3s","Local Authority","Adelphi Nursery School","Glasgow","Glasgow City","Children","18/06/2019",5,5,5,5,"15/02/2019","2002_4",0,0
"688","Over 3s","Local Authority","Arnwood Nursery School","Glasgow","Glasgow City","Children","18/05/2022",4,5,4,4,"18/02/2022","2002_4",0,0
"689","Under 3s","Local Authority","Barlanark Family Learning Centre","Glasgow","Glasgow City","Children","01/06/2023",5,5,5,4,"28/04/2023","2002_4",0,0
"690","Over 3s","Local Authority","Belhaven Nursery School","Glasgow","Glasgow City","Children","30/01/2024",4,5,5,5,"11/01/2024","2002_4",0,0
"691","Under 3s","Local Authority","Bonnybroom Nursery","Glasgow","Glasgow City","Children","06/08/2021",4,4,4,4,"23/04/2021","2002_4",0,0
"692","Under 3s","Local Authority","Broomloan Nursery School","Glasgow","Glasgow City","Children","23/01/2020",5,6,5,5,"13/12/2019","2002_4",0,0
"693","Over 3s","Local Authority","Buchlyvie Nursery School","Glasgow","Glasgow City","Children","09/01/2024",5,5,5,5,"30/11/2023","2002_4",0,0
"694","Over 3s","Local Authority","Caldercuilt Nursery Class","Glasgow","Glasgow City","Children","23/11/2018",5,5,5,5,"27/09/2018","2002_4",0,0
"695","Under 3s","Local Authority","Cloan Nursery School","Glasgow","Glasgow City","Children","20/12/2018",5,5,5,5,"16/11/2018","2002_4",0,0
"696","Over 3s","Local Authority","Cloverbank Nursery School","Glasgow","Glasgow City","Children","06/02/2024",5,5,5,4,"05/10/2023","2002_4",0,0
"697","Under 3s","Local Authority","Craigbank Nursery School","Glasgow","Glasgow City","Children","14/03/2024",5,5,5,5,"21/02/2024","2002_4",0,0
"698","Over 3s","Local Authority","Our Lady of Lourdes Nursery Class","Glasgow","Glasgow City","Children","11/09/2023",4,5,5,4,"14/06/2023","2002_4",0,0
"699","Under 3s","Local Authority","Cranstonhill Nursery School","Glasgow","Glasgow City","Children","26/05/2023",4,4,4,4,"19/04/2023","2002_4",0,0
"700","Over 3s","Local Authority","Deanpark Nursery School","Glasgow","Glasgow City","Children","24/01/2020",5,6,4,6,"11/12/2019","2002_4",0,0
"701","Under 3s","Local Authority","Eastwood Nursery School","Glasgow","Glasgow City","Children","07/08/2023",4,5,5,4,"29/06/2023","2002_4",0,0
"702","Under 3s","Local Authority","Silverdale Nursery","Glasgow","Glasgow City","Children","14/03/2024",3,2,3,2,"26/02/2024","2002_4",3,0
"703","Under 3s","Local Authority","Elmcroft Nursery School","Glasgow","Glasgow City","Children","13/10/2023",5,5,5,5,"20/09/2023","2002_4",0,0
"704","Over 3s","Voluntary or Not for Profit","BASC: Lasswade Service","Bonnyrigg","Midlothian","Children","27/03/2018",5,5,4,5,"14/03/2018","2002_8",0,0
"705","Over 3s","Local Authority","Victoria Road Nursery","Glasgow","Glasgow City","Children","24/04/2024",5,5,5,5,"27/03/2024","2002_4",0,0
"706","Under 3s","Local Authority","Helenslea Nursery School","Glasgow","Glasgow City","Children","10/01/2020",4,4,4,5,"14/11/2019","2002_4",0,0
"707","Over 3s","Local Authority","Hilltop Nursery School","Glasgow","Glasgow City","Children","25/04/2018",4,6,6,5,"08/03/2018","2002_4",0,0
"708","Under 3s","Local Authority","Jimmy Dunnachie F L C","Glasgow","Glasgow City","Children","16/05/2024",4,4,4,4,"24/04/2024","2002_4",0,0
"709","Over 3s","Local Authority","Keppoch Nursery School","Glasgow","Glasgow City","Children","10/04/2024",4,3,4,4,"06/03/2024","2002_4",0,0
"710","Under 3s","Local Authority","Lamlash Nursery School","Glasgow","Glasgow City","Children","15/12/2023",5,5,5,5,"24/11/2023","2002_4",0,0
"711","Under 3s","Local Authority","Carmichael Nursery","Glasgow","Glasgow City","Children","10/12/2018",5,5,4,5,"22/10/2018","2002_4",0,0
"712","Under 3s","Local Authority","Linthaugh Nursery School","Glasgow","Glasgow City","Children","16/11/2023",4,5,4,4,"05/10/2023","2002_4",1,0
"713","Under 3s","Local Authority","Lochview Nursery","Glasgow","Glasgow City","Children","11/12/2018",5,6,5,5,"18/09/2018","2002_4",0,0
"714","Over 3s","Local Authority","Lyoncross Nursery School","Glasgow","Glasgow City","Children","02/04/2024",5,5,5,5,"08/03/2024","2002_4",0,0
"715","Over 3s","Local Authority","Maryhill Park Nursery School","Glasgow","Glasgow City","Children","28/06/2017",4,5,4,4,"18/05/2017","2002_4",0,0
"716","Over 3s","Local Authority","Nithsdale Road Nursery School","Glasgow","Glasgow City","Children","08/01/2018",5,5,6,6,"28/11/2017","2002_4",0,0
"717","Over 3s","Local Authority","Novar Nursery School","Glasgow","Glasgow City","Children","18/06/2020",4,5,5,5,"10/02/2020","2002_4",0,0
"718","Under 3s","Local Authority","Winter Gardens Nursery","Glasgow","Glasgow City","Children","25/09/2023",5,5,5,5,"15/09/2023","2002_4",0,0
"719","Over 3s","Local Authority","Penilee Nursery School","Glasgow","Glasgow City","Children","11/06/2021",5,5,5,5,"23/04/2021","2002_4",0,0
"720","Under 3s","Local Authority","Pikeman Nursery School and Family Learning Centre","Glasgow","Glasgow City","Children","05/01/2022",5,4,5,4,"07/12/2021","2002_4",0,0
"721","Over 3s","Local Authority","Renfrew Street Nursery School","Glasgow","Glasgow City","Children","15/09/2017",5,5,4,5,"30/09/2017","2002_4",0,0
"722","Under 3s","Local Authority","Rosshall Nursery School","Glasgow","Glasgow City","Children","31/10/2023",4,4,4,4,"11/10/2023","2002_4",1,0
"723","Under 3s","Local Authority","Rowena Nursery School","Glasgow","Glasgow City","Children","08/12/2022",5,4,5,5,"01/11/2022","2002_4",0,0
"724","Under 3s","Local Authority","Royston Nursery School","Glasgow","Glasgow City","Children","23/01/2020",5,6,5,6,"28/11/2019","2002_4",0,0
"725","Over 3s","Local Authority","Sandaig Nursery School","Glasgow","Glasgow City","Children","22/05/2024",4,5,4,4,"08/05/2024","2002_4",0,0
"726","Under 3s","Local Authority","Scaraway Nursery School","Glasgow","Glasgow City","Children","16/05/2024",3,4,4,4,"18/04/2024","2002_4",0,0
"727","Under 3s","Local Authority","Sighthill Nursery School","Glasgow","Glasgow City","Children","22/04/2021",5,5,5,5,"17/03/2021","2002_4",0,0
"728","Over 3s","Local Authority","St. Bridgets Nursery Class","Glasgow","Glasgow City","Children","30/03/2018",5,4,5,4,"06/03/2018","2002_4",0,0
"729","Under 3s","Local Authority","St. Clares Day Nursery","Glasgow","Glasgow City","Children","08/04/2024",5,5,6,5,"20/03/2024","2002_4",0,0
"730","Over 3s","Local Authority","St. Fillans Nursery Class","Glasgow","Glasgow City","Children","14/11/2017",5,5,6,6,"10/10/2017","2002_4",0,0
"731","Over 3s","Local Authority","St. Paul's Nursery Class","Glasgow","Glasgow City","Children","22/02/2019",4,5,4,5,"13/12/2018","2002_4",0,0
"732","Over 3s","Local Authority","Thornlaw Nursery School","Glasgow","Glasgow City","Children","16/05/2024",5,5,5,5,"01/05/2024","2002_4",0,0
"733","Under 3s","Local Authority","St. Joseph's R.C. Primary School Nursery Class","Edinburgh","City of Edinburgh","Children","11/12/2019",5,5,5,5,"10/10/2019","2003_1",0,0
"734","Under 3s","Local Authority","Rockfield Nursery","Glasgow","Glasgow City","Children","08/11/2023",3,3,4,3,"12/10/2023","2002_4",1,0
"735","Under 3s","Local Authority","Benview Early Years Centre","Glasgow","Glasgow City","Children","14/08/2019",5,4,5,5,"13/05/2019","2002_4",0,0
"736","Under 3s","Local Authority","Westerhouse Nursery School and Family Learning Centre","Glasgow","Glasgow City","Children","20/08/2019",4,4,4,4,"03/05/2019","2002_4",0,0
"737","Under 3s","Local Authority","Woodacre Nursery School","Glasgow","Glasgow City","Children","19/09/2023",4,5,5,5,"10/08/2023","2002_4",0,0
"738","Over 3s","Local Authority","Woodside Nursery School","Glasgow","Glasgow City","Children","20/01/2020",5,5,5,6,"30/08/2019","2002_4",0,0
"739","Over 3s","Local Authority","Wyndford Nursery School","Glasgow","Glasgow City","Children","10/10/2019",5,6,4,6,"16/09/2019","2002_4",0,0
"740","Over 3s","Local Authority","Broomhouse Primary School Nursery","Edinburgh","City of Edinburgh","Children","03/07/2018",5,4,4,5,"16/05/2018","2003_1",0,0
"741","Under 3s","Local Authority","Cornton Nursery","Stirling","Stirling","Children","16/01/2023",5,5,5,5,"28/11/2022","2002_4",0,0
"742","Under 3s","Voluntary or Not for Profit","St. Columba's Playgroup (Annan)","Annan","Dumfries & Galloway","Children","26/07/2018",4,5,4,5,"01/06/2018","2002_4",0,0
"743","Over 3s","Voluntary or Not for Profit","PEACE Onthank","Kilmarnock","East Ayrshire","Children","16/01/2020",4,4,5,5,"25/06/2019","2002_4",0,0
"744","Under 3s","Private","Hyde 'n' Seek Nursery","Glasgow","Glasgow City","Children","24/01/2024",5,5,4,3,"05/12/2023","2002_8",0,0
"745","Over 3s","Voluntary or Not for Profit","Rascals After School","Kilmarnock","East Ayrshire","Children","28/11/2023",4,3,3,4,"08/11/2023","2002_4",0,0
"746","Under 3s","Private","Busy Bees @ Castle View","Dunfermline","Fife","Children","26/10/2021",5,5,5,5,"21/09/2021","2002_6",0,0
"747","Over 3s","Voluntary or Not for Profit","COSMOS After School Club","St. Andrews","Fife","Children","12/05/2023",4,3,4,4,"04/04/2023","2002_4",0,0
"748","Over 3s","Voluntary or Not for Profit","PEACE Gargieston","Kilmarnock","East Ayrshire","Children","17/04/2024",4,4,4,4,"08/03/2024","2002_4",0,0
"749","Under 3s","Local Authority","Hawthorn Family Learning Centre","Dalkeith","Midlothian","Children","21/01/2019",5,5,5,6,"23/11/2018","2002_4",0,0
"750","Over 3s","Local Authority","Sinclairtown Out of School Club","Kirkcaldy","Fife","Children","12/01/2024",4,4,3,3,"15/12/2023","2002_4",0,0
"751","Under 3s","Private","Little Hands Nursery","Glasgow","North Lanarkshire","Children","06/05/2024",5,5,5,5,"10/04/2024","2002_9",0,0
"752","Under 3s","Private","Ankerville Baby Unit","Tain","Highland","Children","23/08/2022",4,5,5,5,"11/07/2022","2003_5",0,0
"753","Over 3s","Voluntary or Not for Profit","Danderhall After School Club","Dalkeith","Midlothian","Children","08/03/2023",4,4,4,4,"27/01/2023","2003_1",0,0
"754","Under 3s","Private","Rainbow Nursery Dalgety Bay","Dunfermline","Fife","Children","06/09/2023",3,4,3,4,"09/08/2023","2002_4",2,0
"755","Over 3s","Voluntary or Not for Profit","GAP OSC - Daisy Street","Glasgow","Glasgow City","Children","24/05/2017",4,4,4,4,"28/04/2017","2002_4",0,0
"756","Under 3s","Voluntary or Not for Profit","GAP Mobile Creche","Glasgow","Glasgow City","Children","03/12/2019",4,4,4,3,"14/11/2019","2002_4",0,0
"757","Over 3s","Voluntary or Not for Profit","Galleon Centre - Turtles Club","Kilmarnock","East Ayrshire","Children","10/08/2023",4,4,4,4,"08/08/2023","2002_4",0,0
"758","Under 3s","Local Authority","Granton Early Years Centre","Edinburgh","City of Edinburgh","Children","26/04/2019",4,5,4,5,"22/02/2019","2002_10",0,0
"759","Over 3s","Local Authority","Auchinraith Primary School Nursery Class","Glasgow","South Lanarkshire","Children","07/04/2023",4,5,5,4,"10/03/2023","2002_4",0,0
"760","Under 3s","Local Authority","Ballerup Nursery Centre","Glasgow","South Lanarkshire","Children","19/10/2018",6,5,4,4,"21/05/2024","2002_4",0,0
"761","Over 3s","Local Authority","Bankhead Primary School Nursery Class","Glasgow","South Lanarkshire","Children","29/11/2018",5,5,6,5,"25/10/2018","2002_4",0,0
"762","Over 3s","Local Authority","Biggar Primary School Nursery Class","Biggar","South Lanarkshire","Children","13/03/2018",5,5,5,5,"09/02/2018","2002_4",0,0
"763","Over 3s","Local Authority","Blackwood Primary School Nursery Class","Lanark","South Lanarkshire","Children","05/10/2017",5,5,5,5,"28/09/2017","2002_4",0,0
"764","Over 3s","Local Authority","Cairns Primary School Nursery Class","Glasgow","South Lanarkshire","Children","03/05/2023",5,5,5,5,"17/03/2023","2002_4",0,0
"765","Under 3s","Local Authority","Carluke Primary School Nursery Class","Carluke","South Lanarkshire","Children","15/01/2024",4,5,5,5,"13/12/2023","2002_4",0,0
"766","Over 3s","Local Authority","Carnwath Primary School Nursery Class","Lanark","South Lanarkshire","Children","24/10/2023",4,5,4,4,"11/10/2023","2002_4",0,0
"767","Over 3s","Local Authority","Carstairs Junction Primary Nursery Class","Lanark","South Lanarkshire","Children","17/02/2020",4,4,4,4,"14/01/2020","2002_4",0,0
"768","Over 3s","Local Authority","Castlefield Primary School Nursery Class","Glasgow","South Lanarkshire","Children","02/10/2023",4,4,4,4,"14/09/2023","2002_4",1,0
"769","Under 3s","Local Authority","Cathkin Community Nursery","Glasgow","South Lanarkshire","Children","31/01/2019",5,5,6,6,"15/01/2019","2002_4",0,0
"770","Under 3s","Local Authority","Cathkin Primary School Nursery Class","Glasgow","South Lanarkshire","Children","03/04/2018",4,4,4,4,"07/02/2018","2002_4",0,0
"771","Over 3s","Local Authority","Chatelherault Primary School Nursery Class","Hamilton","South Lanarkshire","Children","25/01/2024",4,4,4,4,"13/12/2023","2002_4",0,0
"772","Over 3s","Local Authority","Crosshouse Primary School Nursery Class","Glasgow","South Lanarkshire","Children","02/10/2017",4,5,5,5,"11/09/2017","2002_4",0,0
"773","Over 3s","Local Authority","David Livingstone Memorial Primary Nursery Class","Glasgow","South Lanarkshire","Children","28/11/2017",5,5,5,5,"10/10/2017","2002_4",0,0
"774","Under 3s","Local Authority","Douglas Primary School Nursery","Lanark","South Lanarkshire","Children","14/05/2019",4,4,4,4,"21/02/2019","2002_4",0,0
"775","Over 3s","Local Authority","East Milton Primary School Nursery Class","Glasgow","South Lanarkshire","Children","22/03/2019",5,4,5,4,"15/02/2019","2002_4",0,0
"776","Under 3s","Local Authority","First Step Community Nursery","Hamilton","South Lanarkshire","Children","11/12/2019",5,5,5,5,"27/11/2019","2002_4",0,0
"777","Under 3s","Local Authority","Forth Primary School Nursery Class","Lanark","South Lanarkshire","Children","08/11/2023",5,4,4,5,"25/10/2023","2002_4",0,0
"778","Over 3s","Local Authority","Glenlee Primary School Nursery Class","Hamilton","South Lanarkshire","Children","28/02/2023",5,5,5,4,"01/02/2023","2002_4",2,0
"779","Over 3s","Local Authority","Greenhills Primary School Nursery Class","Glasgow","South Lanarkshire","Children","30/10/2019",5,5,4,5,"04/09/2019","2002_4",0,0
"780","Under 3s","Local Authority","Halfmerke Community Nursery","Glasgow","South Lanarkshire","Children","24/11/2023",4,5,5,4,"25/10/2023","2002_4",0,0
"781","Over 3s","Local Authority","Hareleeshill Primary School Nursery Class","Larkhall","South Lanarkshire","Children","01/09/2023",4,5,5,4,"22/08/2023","2002_4",0,0
"782","Over 3s","Local Authority","Heathery Knowe Primary School Nursery Class","Glasgow","South Lanarkshire","Children","24/01/2018",5,5,5,5,"16/11/2017","2002_4",0,0
"783","Under 3s","Local Authority","Hollandbush Nursery","Hamilton","South Lanarkshire","Children","29/11/2018",6,5,5,6,"14/11/2018","2002_4",0,0
"784","Over 3s","Local Authority","Kirklandpark Primary School Nursery Class","Strathaven","South Lanarkshire","Children","28/02/2020",5,5,5,5,"07/01/2020","2002_4",0,0
"785","Over 3s","Local Authority","Kirktonholme Primary School Nursery Class","Glasgow","South Lanarkshire","Children","21/09/2023",4,5,4,4,"30/08/2023","2002_4",0,0
"786","Over 3s","Local Authority","Lanark Primary School Nursery Class","Lanark","South Lanarkshire","Children","24/01/2018",5,5,4,4,"24/10/2017","2002_4",0,0
"787","Under 3s","Local Authority","Larkhall Children's Centre","Larkhall","South Lanarkshire","Children","09/04/2024",4,4,4,5,"13/03/2024","2002_4",0,0
"788","Over 3s","Local Authority","Law Primary School Nursery Class","Carluke","South Lanarkshire","Children","19/03/2024",5,5,5,5,"28/02/2024","2002_4",0,0
"789","Over 3s","Local Authority","Loch Primary School Nursery Class","Glasgow","South Lanarkshire","Children","14/01/2020",5,5,5,4,"20/11/2019","2002_4",0,0
"790","Over 3s","Local Authority","Maxwellton Primary School Nursery Class","Glasgow","South Lanarkshire","Children","30/11/2023",3,4,4,3,"31/10/2023","2002_4",0,0
"791","Over 3s","Local Authority","Mount Cameron Primary School Nursery","Glasgow","South Lanarkshire","Children","23/09/2022",5,5,5,5,"20/09/2022","2002_4",0,0
"792","Over 3s","Local Authority","Mossneuk Primary School Nursery Class","Glasgow","South Lanarkshire","Children","26/01/2024",4,4,4,4,"05/12/2023","2002_4",0,0
"793","Over 3s","Local Authority","Muiredge Primary School Nursery Class","Glasgow","South Lanarkshire","Children","15/10/2019",4,5,5,5,"17/09/2019","2002_4",0,0
"794","Over 3s","Local Authority","Murray Primary School Nursery Class","Glasgow","South Lanarkshire","Children","06/03/2023",4,4,4,4,"24/01/2023","2002_4",0,0
"795","Over 3s","Local Authority","Netherburn Primary School Nursery Class","Larkhall","South Lanarkshire","Children","27/11/2017",6,5,5,5,"10/11/2017","2002_4",0,0
"796","Over 3s","Local Authority","Newfield Primary School Nursery Class","Larkhall","South Lanarkshire","Children","21/01/2022",4,4,4,4,"25/11/2021","2002_4",0,0
"797","Over 3s","Local Authority","Our Lady of Lourdes Primary Nursery Class","Glasgow","South Lanarkshire","Children","29/08/2019",6,6,5,5,"12/06/2019","2002_4",0,0
"798","Under 3s","Local Authority","Rigside & Rural Communities Nursery","Lanark","South Lanarkshire","Children","16/04/2019",5,5,5,5,"22/03/2019","2002_4",0,0
"799","Over 3s","Local Authority","Robert Smillie Memorial Primary Nursery Class and Skylark Early Learning Centre","Larkhall","South Lanarkshire","Children","29/02/2024",4,4,5,5,"31/01/2024","2002_4",0,0
"800","Under 3s","Local Authority","Glenburgh Nursery Centre","Glasgow","South Lanarkshire","Children","25/10/2023",4,4,4,4,"10/08/2023","2002_4",1,0
"801","Under 3s","Local Authority","Dunbeth Family Learning Centre","Coatbridge","North Lanarkshire","Children","24/08/2022",4,4,5,5,"22/07/2022","2002_4",0,0
"802","Under 3s","Local Authority","South Park Nursery","Glasgow","South Lanarkshire","Children","29/01/2019",5,5,5,5,"10/12/2018","2002_4",0,0
"803","Under 3s","Local Authority","Jigsaw Family Learning Centre","Glasgow","North Lanarkshire","Children","20/05/2024",4,4,5,4,"17/04/2024","2002_4",1,0
"804","Under 3s","Local Authority","Craigneuk Family Learning Centre","Wishaw","North Lanarkshire","Children","29/09/2023",3,3,3,3,"05/09/2023","2002_4",3,0
"805","Over 3s","Local Authority","St. Athanasius Primary School Nursery Class","Carluke","South Lanarkshire","Children","11/12/2017",5,4,5,5,"08/11/2017","2002_4",0,0
"806","Over 3s","Local Authority","Hilltop Primary School Nursery Class and Language and Communication Support Centre (LCSC) NC","Airdrie","North Lanarkshire","Children","23/02/2018",4,5,4,5,"15/01/2018","2002_4",0,0
"807","Over 3s","Local Authority","St. Bride's Primary Nursery Class (Cambuslang)","Glasgow","South Lanarkshire","Children","29/08/2019",5,5,5,5,"05/06/2019","2002_4",0,0
"808","Under 3s","Local Authority","Devonview Family Learning Centre","Airdrie","North Lanarkshire","Children","11/04/2019",5,6,5,6,"13/03/2019","2002_4",0,0
"809","Over 3s","Local Authority","St. Bride's Primary Nursery Class (Bothwell)","Glasgow","South Lanarkshire","Children","18/12/2019",5,5,5,6,"15/11/2019","2002_4",0,0
"810","Over 3s","Local Authority","St. Cuthbert's Primary School Nursery Class","Hamilton","South Lanarkshire","Children","12/01/2021",4,4,4,4,"11/12/2020","2002_4",0,0
